,neg,neu,pos,compound
benvolio,0.11206936416184975,0.7811849710982658,0.10675144508670519,-0.0016630057803468218
tybalt,0.20060000000000003,0.7401500000000001,0.059250000000000004,-0.15733250000000004
capulet,0.07123648648648649,0.8226790540540542,0.10609121621621621,0.0493952702702703
ladycapulet,0.100655737704918,0.7904180327868853,0.10891803278688525,0.005147540983606559
ladymontague,0.07325,0.8584999999999999,0.06825,0.004599999999999993
romeo,0.10849923195084492,0.7546820276497693,0.1368233486943165,0.04610015360983094
paris,0.10696739130434782,0.7728967391304349,0.12015217391304348,0.02217717391304348
nurse,0.07606832298136645,0.8243913043478263,0.09954658385093171,0.0355947204968944
mercutio,0.06490774907749076,0.8375977859778596,0.09749446494464946,0.04393210332103323
secondcapulet,0.0,1.0,0.0,0.0
friarlaurence,0.10111260053619306,0.7753860589812333,0.12350134048257373,0.030181233243967872
secondmusician,0.060375,0.91625,0.023375,-0.0129125
musician,0.0,0.667,0.333,0.4588
thirdmusician,0.0,0.641,0.359,0.4215
apothecary,0.11685714285714287,0.8152857142857143,0.06785714285714285,-0.05474285714285716
friarjohn,0.0658,0.9342,0.0,-0.08198666666666667
sly,0.020310810810810813,0.8938918918918919,0.0857972972972973,0.07613513513513515
firsthuntsman,0.10266666666666666,0.7538888888888889,0.14344444444444446,0.07107777777777777
secondhuntsman,0.06133333333333333,0.9386666666666666,0.0,-0.06743333333333333
players,0.0,0.244,0.756,0.7351
aplayer,0.0785,0.71025,0.21125,0.178525
lucentio,0.029443902439024394,0.845185365853659,0.12536585365853664,0.13062731707317068
tranio,0.032462783171521035,0.8270032362459544,0.14052750809061482,0.15162038834951458
baptista,0.05977083333333333,0.8027135416666668,0.13750520833333332,0.09848072916666667
gremio,0.06349438202247192,0.8225224719101125,0.11397752808988762,0.06949550561797756
katharina,0.09092035398230094,0.7712654867256638,0.13782300884955756,0.06328982300884958
hortensio,0.04946460176991151,0.8205088495575223,0.13002212389380535,0.11941858407079647
hortensia,0.31,0.465,0.225,-0.2714
biondello,0.04916822429906542,0.8827663551401871,0.06805607476635514,0.03802429906542056
petruchio,0.05174600638977638,0.8402619808306708,0.10799520766773157,0.08371309904153347
grumio,0.08347727272727276,0.8492727272727272,0.06725,-0.018815909090909095
katarina,0.18966666666666665,0.8103333333333333,0.0,-0.19099999999999998
curtis,0.05174074074074074,0.862,0.08625925925925927,0.03231851851851852
nathaniel,0.0,0.7017500000000001,0.29825,0.307925
philip,0.0,1.0,0.0,0.0
joseph,0.0,1.0,0.0,0.0
nicholas,0.0,1.0,0.0,0.0
pedant,0.05575471698113207,0.820377358490566,0.12386792452830189,0.08302264150943398
haberdasher,0.0,0.761,0.239,0.296
tailor,0.027588235294117646,0.899764705882353,0.07264705882352941,0.055382352941176466
vincentio,0.08209615384615385,0.7991153846153847,0.11878846153846154,0.027188461538461533
boatswain,0.07766,0.8139,0.10844000000000004,0.04529599999999998
alonso,0.08584070796460175,0.8102477876106197,0.10392035398230089,0.02123716814159291
gonzalo,0.08191812865497076,0.8005497076023393,0.11752046783625732,0.06429707602339184
sebastian,0.07896078431372552,0.8183372549019609,0.10269803921568624,0.029073333333333347
mariners,0.477,0.523,0.0,-0.6679
miranda,0.0993916083916084,0.7421608391608393,0.15843356643356643,0.06613356643356644
prospero,0.07480671140939597,0.8203624161073816,0.1048308724832215,0.03934630872483221
ariel,0.08737430167597762,0.8239553072625699,0.08866480446927374,0.004026256983240225
caliban,0.07467415730337079,0.8375786516853936,0.08775842696629213,0.01517303370786516
adrian,0.01075,0.9273125,0.061937500000000006,0.04536875
trinculo,0.1101,0.7940090909090909,0.0958818181818182,-0.03766545454545455
iris,0.04470454545454545,0.8040227272727272,0.15127272727272725,0.1507659090909091
ceres,0.0124,0.8574400000000001,0.13016000000000003,0.116104
juno,0.0,0.7303750000000001,0.269625,0.323675
painter,0.03798529411764706,0.8128529411764704,0.14917647058823533,0.13987058823529414
merchant,0.013,0.7847857142857143,0.20228571428571426,0.18272142857142862
jeweller,0.0,0.773125,0.226875,0.32853750000000004
timon,0.08926628571428577,0.7913142857142852,0.11941942857142854,0.03308171428571425
oldathenian,0.03751724137931034,0.8084827586206896,0.154,0.164848275862069
apemantus,0.11303474903474904,0.7716756756756756,0.11528185328185331,0.006245173745173739
alcibiades,0.13014285714285712,0.7472742857142859,0.12259428571428574,-0.010283999999999998
cupid,0.0,0.7726666666666667,0.22733333333333336,0.3407166666666666
allladies,0.0,0.746,0.254,0.2377
alllords,0.51,0.49,0.0,-0.4803
caphis,0.06880645161290323,0.8117096774193546,0.11948387096774192,0.061229032258064496
allservants,0.1447142857142857,0.8170000000000001,0.03842857142857143,-0.06291428571428571
flaminius,0.06482051282051282,0.7895641025641026,0.14561538461538462,0.09875641025641028
lucullus,0.045,0.7753157894736841,0.17968421052631578,0.20638157894736844
firststranger,0.031911764705882355,0.8373529411764706,0.13079411764705884,0.13466176470588234
secondstranger,0.11433333333333333,0.7471666666666668,0.13849999999999998,-0.01676666666666667
servilius,0.035272727272727275,0.7483636363636363,0.2163181818181818,0.21448636363636364
thirdstranger,0.0,1.0,0.0,0.0
sempronius,0.09703571428571427,0.7864642857142857,0.11653571428571428,0.04453571428571428
hortensius,0.06027272727272726,0.8723636363636363,0.06736363636363636,0.026563636363636366
philotus,0.044,0.8501874999999999,0.1058125,0.050025
thirdsenator,0.222375,0.777625,0.0,-0.34785
somespeak,0.0,1.0,0.0,0.0
someothers,0.0,1.0,0.0,0.0
phrynia,0.0,1.0,0.0,0.0
timandra,0.0,0.79875,0.20124999999999998,0.1394375
firstbandit,0.07176923076923078,0.8503846153846155,0.07784615384615384,0.015330769230769224
secondbandit,0.0935,0.7895,0.11725,0.023425
thirdbandit,0.0,0.8746666666666667,0.12533333333333332,0.20620000000000002
banditti,0.0,0.6295,0.3705,0.30365
saturninus,0.0773215859030837,0.7980440528634364,0.12462995594713652,0.06869691629955947
bassianus,0.043347826086956524,0.7845217391304349,0.17214492753623195,0.1787333333333333
marcusandronicus,0.09941155234657041,0.7710974729241874,0.1295090252707581,0.04052418772563179
titusandronicus,0.1161966145833333,0.7821718749999998,0.10163151041666672,-0.02391367187499999
tamora,0.10859040590405904,0.7878929889298896,0.10352029520295203,0.00012878228782287797
chiron,0.0835,0.7763703703703704,0.1401296296296296,0.07344444444444442
lavinia,0.12396721311475409,0.7544098360655738,0.12160655737704919,0.008778688524590173
tribunes,0.0,0.5166666666666667,0.48333333333333334,0.5544000000000001
mutius,0.0,0.821625,0.178375,0.1915375
martius,0.15366666666666665,0.7668181818181817,0.07954545454545454,-0.10855757575757576
quintus,0.1085,0.8064666666666666,0.08506666666666667,-0.02092333333333333
aaron,0.08821066666666669,0.8117519999999998,0.10004000000000005,0.01900079999999999
marcus,0.08923529411764704,0.7868039215686272,0.12401960784313726,0.054566666666666645
younglucius,0.11442857142857142,0.7503265306122449,0.13522448979591836,0.017802040816326522
aemilius,0.09259090909090908,0.8530454545454546,0.054363636363636364,-0.06474090909090909
firstgoth,0.08627272727272728,0.763,0.15081818181818185,0.0842090909090909
allthegoths,0.0,1.0,0.0,0.0
secondgoth,0.12661904761904763,0.8170952380952381,0.056285714285714286,-0.0872190476190476
thirdgoth,0.0,0.9055,0.0945,0.05135
troilus,0.1008926056338029,0.779975352112676,0.11913380281690139,0.03270528169014088
pandarus,0.0638090692124105,0.811639618138425,0.12454653937947491,0.07325536992840091
aeneas,0.03588235294117647,0.801718954248366,0.16239215686274514,0.1599816993464052
cressida,0.06932176656151418,0.788280757097792,0.14239432176656155,0.09297791798107259
alexander,0.10858823529411765,0.8603235294117645,0.031088235294117646,-0.09748529411764706
agamemnon,0.057728571428571435,0.8322666666666668,0.11000952380952383,0.07274476190476188
nestor,0.058220238095238096,0.8356607142857141,0.10611904761904765,0.0579827380952381
ulysses,0.06592384769539081,0.8099639278557109,0.12410621242484965,0.08545010020040077
menelaus,0.054642857142857146,0.8077142857142857,0.13764285714285715,0.12067142857142854
ajax,0.10742553191489364,0.8122872340425532,0.08028723404255318,-0.03405531914893617
thersites,0.1017363344051447,0.8391446945337621,0.05912218649517687,-0.07175787781350486
achilles,0.05846153846153846,0.829206730769231,0.11233653846153849,0.06187067307692306
patroclus,0.10064705882352942,0.769529411764706,0.12982352941176467,0.04431323529411767
priam,0.05838095238095238,0.8164285714285714,0.12519047619047619,0.10320476190476191
hector,0.07764628820960696,0.7844672489082968,0.13787336244541484,0.0822633187772926
helenus,0.09775,0.759,0.14300000000000002,0.11132500000000001
cassandra,0.1910769230769231,0.7216666666666667,0.08725641025641027,-0.13410769230769232
helen,0.04704166666666667,0.7658749999999999,0.18712499999999999,0.17379999999999998
calchas,0.06390625,0.8312187500000001,0.10487499999999998,0.06961875
deiphobus,0.0,0.7025,0.2975,0.26335
andromache,0.15625,0.7715000000000001,0.0723125,-0.10885
margarelon,0.28683333333333333,0.7131666666666666,0.0,-0.29181666666666667
myrmidons,0.0,0.737,0.263,0.3612
dukeorsino,0.07235622317596566,0.7911287553648068,0.13651502145922748,0.10380214592274685
curio,0.053200000000000004,0.8478,0.099,0.12324000000000002
valentine,0.0792574257425743,0.7607698019801987,0.15998267326732668,0.12489381188118798
viola,0.07136211699164344,0.7917632311977719,0.1368690807799443,0.09183788300835655
sirtobybelch,0.06143801652892564,0.8474903581267218,0.0910743801652893,0.024433057851239674
sirandrew,0.05707096774193549,0.8009935483870967,0.14192258064516133,0.10185096774193547
olivia,0.08220520231213874,0.8229017341040462,0.09487572254335258,0.015250000000000003
malvolio,0.0804320557491289,0.8195958188153307,0.09997909407665503,0.05168013937282228
fabian,0.07843750000000001,0.7869285714285713,0.13462500000000002,0.06625714285714286
proteus,0.08691139240506322,0.766670886075949,0.14642616033755274,0.08627151898734176
speed,0.05382758620689654,0.8417044334975373,0.10445812807881773,0.0686472906403941
julia,0.08554597701149425,0.7833936781609195,0.13106321839080465,0.07926120689655174
lucetta,0.08149333333333333,0.8212266666666669,0.09728,0.04030800000000003
panthino,0.09593023255813954,0.8245813953488372,0.07948837209302324,-0.041574418604651164
silvia,0.08259638554216868,0.7871024096385544,0.13028915662650606,0.0639512048192771
launce,0.0767981220657277,0.8576854460093897,0.06551643192488264,-0.01258779342723005
thurio,0.03751666666666667,0.8716166666666669,0.09086666666666667,0.08410833333333335
firstoutlaw,0.07704761904761905,0.849238095238095,0.07371428571428572,-0.013161904761904774
secondoutlaw,0.043187500000000004,0.8961874999999999,0.060625,0.037974999999999995
thirdoutlaw,0.059357142857142865,0.9195357142857142,0.021107142857142856,-0.047667857142857144
eglamour,0.04457575757575758,0.8209696969696969,0.13445454545454547,0.11767878787878788
outlaws,0.0,0.0,1.0,0.8805
archidamus,0.06052,0.80304,0.1364,0.10893599999999999
camillo,0.07029677419354838,0.817083870967742,0.11261935483870963,0.0550490322580645
polixenes,0.07605714285714288,0.8058428571428574,0.1180892857142857,0.06113714285714285
leontes,0.07749999999999994,0.8157986111111106,0.10670555555555562,0.03337416666666666
hermione,0.09382159624413146,0.7827887323943664,0.12338028169014087,0.058835680751173736
mamillius,0.08990909090909091,0.7558181818181818,0.1543181818181818,0.10761363636363637
secondlady,0.0,0.91325,0.08675,0.12315
antigonus,0.09824576271186442,0.8074999999999999,0.0942542372881356,-0.007884745762711871
paulina,0.08840000000000002,0.7972281690140848,0.11438028169014083,0.028823098591549294
cleomenes,0.08386956521739129,0.6641304347826086,0.25199999999999995,0.12651304347826087
dion,0.07664516129032257,0.7703870967741937,0.15296774193548388,0.11997741935483872
mariner,0.11158333333333333,0.7654166666666667,0.123,0.028175000000000002
time,0.047444444444444435,0.8604444444444445,0.09208333333333335,0.040005555555555544
autolycus,0.05353333333333333,0.8603777777777776,0.08607619047619051,0.04510603174603177
florizel,0.05037019230769231,0.8332163461538459,0.1164230769230769,0.07919807692307693
perdita,0.06382089552238804,0.8141343283582086,0.12205223880597013,0.07467089552238805
dorcas,0.048916666666666664,0.7949166666666666,0.15616666666666665,0.12477500000000001
mopsa,0.0126,0.78515,0.20224999999999999,0.21405000000000002
shepard,0.0,1.0,0.0,0.0
